sortType,cost,file,sorted,preProcessTime,sortTime
m,e,B/1,True,0,3.0370000000008723e-06
m,e,B/1,True,0,3.139000000002695e-06
m,e,B/1,True,0,3.7000000000023126e-06
m,e,B/1,True,0,2.710999999998992e-06
m,e,B/1,True,0,2.8660000000006736e-06
m,e,B/1,True,0,2.9869999999994346e-06
m,e,B/1,True,0,2.7350000000002372e-06
m,e,B/1,True,0,3.905999999997967e-06
m,e,B/1,True,0,3.604000000000801e-06
m,e,B/1,True,0,4.049999999998499e-06
m,e,B/1,True,0,4.072000000000797e-06
m,e,B/1,True,0,3.5640000000010386e-06
m,e,B/2,True,0.00026582999999999815,0.00012037099999999759
m,e,B/2,True,0,8.38049999999993e-05
m,e,B/2,True,0,9.470599999999996e-05
m,e,B/2,True,0,0.00014025800000000074
m,e,B/2,True,0,0.00010462899999999845
m,e,B/2,True,0,9.401699999999832e-05
m,e,B/2,True,0,0.00011452300000000179
m,e,B/2,True,0,0.0001153360000000006
m,e,B/2,True,0,9.902999999999995e-05
m,e,B/2,True,0,0.00014942899999999953
m,e,B/2,True,0,0.00013368799999999986
m,e,B/2,True,0,9.72340000000016e-05
m,e,B/2,True,0,0.00011294900000000108
m,e,B/4,True,0.0004524459999999987,0.00041818600000000095
m,e,B/4,True,0,0.00042185400000000275
m,e,B/4,True,0,0.00042785000000000045
m,e,B/4,True,0,0.00047375300000000037
m,e,B/4,True,0,0.00042966700000000163
m,e,B/4,True,0,0.0004037289999999985
m,e,B/4,True,0,0.000410924
m,e,B/4,True,0,0.0005449190000000013
m,e,B/4,True,0,0.000380964000000001
m,e,B/4,True,0,0.0003794160000000005
m,e,B/4,True,0,0.00037781599999999957
m,e,B/4,True,0,0.0003762780000000007
m,e,B/4,True,0,0.0004389170000000005
m,e,B/8,True,0.0006085569999999992,0.0009304660000000013
m,e,B/8,True,0,0.001143973999999999
m,e,B/8,True,0,0.0010029010000000005
m,e,B/8,True,0,0.0011334659999999996
m,e,B/8,True,0,0.0011313280000000009
m,e,B/8,True,0,0.000881350999999999
m,e,B/8,True,0,0.000989785
m,e,B/8,True,0,0.000936430999999998
m,e,B/8,True,0,0.001028394999999998
m,e,B/8,True,0,0.000997027999999997
m,e,B/8,True,0,0.000839756000000004
m,e,B/8,True,0,0.0008181809999999942
m,e,B/8,True,0,0.0008630339999999986
m,e,B/16,True,0.001246001,0.0023872300000000006
m,e,B/16,True,0,0.002693364
m,e,B/16,True,0,0.002585599000000001
m,e,B/16,True,0,0.0026421150000000004
m,e,B/16,True,0,0.002255370999999999
m,e,B/16,True,0,0.002457211000000001
m,e,B/16,True,0,0.0022267180000000025
m,e,B/16,True,0,0.002563704
m,e,B/16,True,0,0.0025600549999999986
m,e,B/16,True,0,0.0024814269999999944
m,e,B/16,True,0,0.0025062350000000025
m,e,B/16,True,0,0.002427290999999998
m,e,B/16,True,0,0.0022011830000000024
m,e,B/32,True,0.0021786429999999975,0.006206032
m,e,B/32,True,0,0.005445775
m,e,B/32,True,0,0.005802709999999996
m,e,B/32,True,0,0.005809450000000001
m,e,B/32,True,0,0.006007686999999998
m,e,B/32,True,0,0.005729797000000002
m,e,B/32,True,0,0.005837636
m,e,B/32,True,0,0.006006670000000006
m,e,B/32,True,0,0.005883406999999993
m,e,B/32,True,0,0.005934104999999995
m,e,B/32,True,0,0.006168937999999999
m,e,B/32,True,0,0.005784391
m,e,B/32,True,0,0.00613445
m,e,B/64,True,0.004060326999999999,0.013570607999999998
m,e,B/64,True,0,0.013489860999999999
m,e,B/64,True,0,0.014247837999999999
m,e,B/64,True,0,0.014366852999999999
m,e,B/64,True,0,0.013535191000000002
m,e,B/64,True,0,0.012973147000000004
m,e,B/64,True,0,0.013015741999999997
m,e,B/64,True,0,0.013464849999999987
m,e,B/64,True,0,0.014388587000000008
m,e,B/64,True,0,0.013721945000000013
m,e,B/64,True,0,0.013102601999999991
m,e,B/64,True,0,0.013463691
m,e,B/64,True,0,0.012319896999999996
m,e,B/128,True,0.009194833000000003,0.029896515999999998
m,e,B/128,True,0,0.030428181
m,e,B/128,True,0,0.031401
m,e,B/128,True,0,0.030616564000000013
m,e,B/128,True,0,0.030019489999999982
m,e,B/128,True,0,0.03140754000000001
m,e,B/128,True,0,0.03090868600000002
m,e,B/128,True,0,0.03243938999999996
m,e,B/128,True,0,0.030332627
m,e,B/128,True,0,0.031036110000000006
m,e,B/128,True,0,0.030393986999999956
m,e,B/128,True,0,0.028846212000000038
m,e,B/128,True,0,0.029816622000000015
m,e,B/256,True,0.016664967999999995,0.075905972
m,e,B/256,True,0,0.06832414
m,e,B/256,True,0,0.06880122699999999
m,e,B/256,True,0,0.07187566899999998
m,e,B/256,True,0,0.06902687099999999
m,e,B/256,True,0,0.06870894
m,e,B/256,True,0,0.07041619799999993
m,e,B/256,True,0,0.07043983099999995
m,e,B/256,True,0,0.06897241399999998
m,e,B/256,True,0,0.069030606
m,e,B/256,True,0,0.07143818899999999
m,e,B/256,True,0,0.07820151900000005
m,e,B/256,True,0,0.07503297200000003
m,e,B/512,True,0.033124396,0.18001011500000003
m,e,B/512,True,0,0.168027333
m,e,B/512,True,0,0.17063526900000003
m,e,B/512,True,0,0.172866105
m,e,B/512,True,0,0.17088894199999993
m,e,B/512,True,0,0.16718715299999987
m,e,B/512,True,0,0.17473494499999997
m,e,B/512,True,0,0.168770557
m,e,B/512,True,0,0.18150668800000003
m,e,B/512,True,0,0.184479061
m,e,B/512,True,0,0.16526621799999996
m,e,B/512,True,0,0.1682531599999999
m,e,B/512,True,0,0.17717015300000005
m,e,B/1024,True,0.061827376,0.40629738299999996
m,e,B/1024,True,0,0.3993949189999999
m,e,B/1024,True,0,0.398767921
m,e,B/1024,True,0,0.41479043399999993
m,e,B/1024,True,0,0.41203405700000006
m,e,B/1024,True,0,0.4096218519999999
m,e,B/1024,True,0,0.401318619
m,e,B/1024,True,0,0.42264575699999973
m,e,B/1024,True,0,0.41284794400000013
m,e,B/1024,True,0,0.42093936099999985
m,e,B/1024,True,0,0.4143729519999999
m,e,B/1024,True,0,0.40797691199999964
m,e,B/1024,True,0,0.41700382999999963
m,e,B/2048,True,0.126405086,0.9634617940000001
m,e,B/2048,True,0,0.9991462280000001
m,e,B/2048,True,0,0.9969994509999998
m,e,B/2048,True,0,1.0093817019999998
m,e,B/2048,True,0,0.9764309139999998
m,e,B/2048,True,0,0.975213171
m,e,B/2048,True,0,1.0068089870000003
m,e,B/2048,True,0,0.9713489529999997
m,e,B/2048,True,0,0.9692879659999996
m,e,B/2048,True,0,0.9799184879999991
m,e,B/2048,True,0,0.9760749660000005
m,e,B/2048,True,0,0.9689821289999987
m,e,B/2048,True,0,0.9454901620000005
m,e,B/4096,True,0.24911890599999997,2.269356696
m,e,B/4096,True,0,2.264431198
m,e,B/4096,True,0,2.2165199639999997
m,e,B/4096,True,0,2.2257996659999995
m,e,B/4096,True,0,2.241731552000001
m,e,B/4096,True,0,2.259716024000001
m,e,B/4096,True,0,2.165654667
m,e,B/4096,True,0,2.205315926000001
m,e,B/4096,True,0,2.2040360019999987
m,e,B/4096,True,0,2.263436007000003
m,e,B/4096,True,0,2.3288435130000025
m,e,B/4096,True,0,2.2803616879999993
m,e,B/4096,True,0,2.1872148120000006
m,e,B/8192,True,0.51156512,4.484847908
m,e,B/8192,True,0,4.387872934
m,e,B/8192,True,0,4.393238618
m,e,B/8192,True,0,4.452565912000001
m,e,B/8192,True,0,4.741075857000002
m,e,B/8192,True,0,4.627131065
m,e,B/8192,True,0,4.662668010000001
m,e,B/8192,True,0,4.581875799999999
m,e,B/8192,True,0,4.540608356
m,e,B/8192,True,0,4.527541608
m,e,B/8192,True,0,4.543183393
m,e,B/8192,True,0,4.493360536999994
m,e,B/8192,True,0,4.444037111999997
m,e,B/16384,True,1.0239609790000002,9.663929238
m,e,B/16384,True,0,9.606126368000002
m,e,B/16384,True,0,10.034099501
m,e,B/16384,True,0,9.825137469999998
m,e,B/16384,True,0,9.866083508000003
m,e,B/16384,True,0,9.794780770000003
m,e,B/16384,True,0,9.591266374999996
m,e,B/16384,True,0,9.574158182999994
m,e,B/16384,True,0,9.994509676000007
m,e,B/16384,True,0,9.900445070999993
m,e,B/16384,True,0,9.818109696000008
m,e,B/16384,True,0,9.69227293099999
m,e,B/16384,True,0,9.569928061999988
m,e,B/32768,True,1.955933221,21.174175891
m,e,B/32768,True,0,20.967012092000004
m,e,B/32768,True,0,20.420345548
m,e,B/32768,True,0,21.351008374000003
m,e,B/32768,True,0,20.857048676000005
m,e,B/32768,True,0,20.524961602000005
m,e,B/32768,True,0,21.284663155999993
m,e,B/32768,True,0,21.141786553000003
m,e,B/32768,True,0,20.797264421999984
m,e,B/32768,True,0,21.21645282199998
m,e,B/32768,True,0,20.623806247000005
m,e,B/32768,True,0,20.861424228999994
m,e,B/32768,True,0,21.003540411000017
m,e,B/65536,True,4.058865679,43.713969953
m,e,B/65536,True,0,43.311379208
m,e,B/65536,True,0,43.56442663600001
m,e,B/65536,True,0,44.326244
m,e,B/65536,True,0,43.70383543099999
m,e,B/65536,True,0,43.683051199999994
m,e,B/65536,True,0,44.08570729600001
m,e,B/65536,True,0,43.67645372200002
m,e,B/65536,True,0,43.625773200000026
m,e,B/65536,True,0,43.30084643399999
m,e,B/65536,True,0,43.51471287800001
m,e,B/65536,True,0,43.410268073
m,e,B/65536,True,0,43.242955198000004
m,e,B/131072,True,8.283626515,94.27895599
m,e,B/131072,True,0,95.37986168499998
m,e,B/131072,True,0,95.729554036
m,e,B/131072,True,0,94.51014247199998
m,e,B/131072,True,0,95.13227543699998
m,e,B/131072,True,0,94.94842983799998
m,e,B/131072,True,0,94.69614335200004
m,e,B/131072,True,0,94.45800604300007
m,e,B/131072,True,0,94.25095505599995
m,e,B/131072,True,0,95.029974799
m,e,B/131072,True,0,94.39762438599996
m,e,B/131072,True,0,94.91080280000006
m,e,B/131072,True,0,94.93875323599991
m,e,B/262144,True,16.2128753,198.726911686
m,e,B/262144,True,0,200.98736964299997
m,e,B/262144,True,0,199.50635063
m,e,B/262144,True,0,199.07152745200005
m,e,B/262144,True,0,198.76092336699992
m,e,B/524288,True,32.168696187,410.39140111
m,e,B/524288,True,0,407.26292893799996
m,e,B/524288,True,0,408.1172602859999
m,e,B/524288,True,0,405.652027782
m,e,B/524288,True,0,409.370420361
m,e,B/1048576,True,65.95009369499999,857.8287784319999
m,e,B/1048576,True,0,847.2673801510001
m,e,B/1048576,True,0,851.7380321609999
m,e,B/1048576,True,0,855.5152857090002
m,e,B/1048576,True,0,841.1365232320004
m,e,B/2097152,True,128.712630862,1742.8489958300001
m,e,B/2097152,True,0,1750.288757398
m,e,B/2097152,True,0,1759.4277293669998
m,e,B/2097152,True,0,1742.4527277500001
m,e,B/2097152,True,0,1735.0657376110003
m,e,A/1,True,0.0004503719999999975,3.1719999999992032e-06
m,e,A/1,True,0,1.2465999999999172e-05
m,e,A/1,True,0,6.143000000000121e-06
m,e,A/1,True,0,4.2499999999973115e-06
m,e,A/1,True,0,3.9460000000011985e-06
m,e,A/1,True,0,3.6550000000017124e-06
m,e,A/1,True,0,2.226199999999859e-05
m,e,A/1,True,0,5.068000000000433e-06
m,e,A/1,True,0,5.132999999997445e-06
m,e,A/1,True,0,1.4872999999998582e-05
m,e,A/1,True,0,4.2469999999988906e-06
m,e,A/1,True,0,4.344999999999349e-06
m,e,A/1,True,0,4.397999999999208e-06
m,e,A/2,True,0.000506371999999998,0.00011121500000000131
m,e,A/2,True,0,0.0001230090000000003
m,e,A/2,True,0,0.00018835500000000116
m,e,A/2,True,0,0.00018906100000000078
m,e,A/2,True,0,0.0002209409999999988
m,e,A/2,True,0,0.00018929000000000168
m,e,A/2,True,0,0.00010418000000000233
m,e,A/2,True,0,0.00010526800000000211
m,e,A/2,True,0,0.00017624000000000112
m,e,A/2,True,0,0.0001709810000000006
m,e,A/2,True,0,0.00010863900000000065
m,e,A/2,True,0,0.00010751399999999953
m,e,A/2,True,0,0.00010768300000000078
m,e,A/4,True,0.00047285000000000035,0.00033441099999999974
m,e,A/4,True,0,0.0004094759999999989
m,e,A/4,True,0,0.00035074799999999795
m,e,A/4,True,0,0.00046524499999999955
m,e,A/4,True,0,0.00041989200000000157
m,e,A/4,True,0,0.00042868899999999946
m,e,A/4,True,0,0.0003689080000000011
m,e,A/4,True,0,0.00039602899999999913
m,e,A/4,True,0,0.00038008200000000034
m,e,A/4,True,0,0.0004572839999999988
m,e,A/4,True,0,0.0003974949999999977
m,e,A/4,True,0,0.00040071900000000077
m,e,A/4,True,0,0.00042605899999999947
m,e,A/8,True,0.0006610150000000009,0.0009468759999999993
m,e,A/8,True,0,0.0008812989999999986
m,e,A/8,True,0,0.0009062750000000015
m,e,A/8,True,0,0.0009670909999999998
m,e,A/8,True,0,0.0010616220000000016
m,e,A/8,True,0,0.0008803780000000011
m,e,A/8,True,0,0.0007895539999999979
m,e,A/8,True,0,0.0008165810000000037
m,e,A/8,True,0,0.0008940659999999989
m,e,A/8,True,0,0.0007972090000000001
m,e,A/8,True,0,0.0008818579999999993
m,e,A/8,True,0,0.0008368699999999965
m,e,A/8,True,0,0.0008851670000000061
m,e,A/16,True,0.0012911809999999989,0.0029174770000000017
m,e,A/16,True,0,0.002872072
m,e,A/16,True,0,0.002678004000000001
m,e,A/16,True,0,0.0029455830000000016
m,e,A/16,True,0,0.0031249159999999984
m,e,A/16,True,0,0.002853966999999999
m,e,A/16,True,0,0.0027684369999999986
m,e,A/16,True,0,0.002812905999999997
m,e,A/16,True,0,0.002747896999999999
m,e,A/16,True,0,0.0029891739999999972
m,e,A/16,True,0,0.0025120220000000026
m,e,A/16,True,0,0.0028726820000000014
m,e,A/16,True,0,0.0027663559999999976
m,e,A/32,True,0.002426295999999998,0.006965947
m,e,A/32,True,0,0.006761296
m,e,A/32,True,0,0.006440343000000001
m,e,A/32,True,0,0.006632970000000002
m,e,A/32,True,0,0.006581547
m,e,A/32,True,0,0.006297428000000001
m,e,A/32,True,0,0.006319148999999996
m,e,A/32,True,0,0.006419785999999997
m,e,A/32,True,0,0.0066588939999999985
m,e,A/32,True,0,0.006235023999999992
m,e,A/32,True,0,0.006090065000000006
m,e,A/32,True,0,0.006166182999999992
m,e,A/32,True,0,0.0064022060000000075
m,e,A/64,True,0.00453572,0.014274183999999999
m,e,A/64,True,0,0.013538926
m,e,A/64,True,0,0.013913871000000001
m,e,A/64,True,0,0.013262046
m,e,A/64,True,0,0.013367106000000004
m,e,A/64,True,0,0.014215666000000002
m,e,A/64,True,0,0.014205083999999993
m,e,A/64,True,0,0.01358488699999999
m,e,A/64,True,0,0.014036129000000008
m,e,A/64,True,0,0.014195337000000002
m,e,A/64,True,0,0.013598993000000004
m,e,A/64,True,0,0.012715933999999984
m,e,A/64,True,0,0.013421531999999986
m,e,A/128,True,0.008589726999999998,0.031059687999999995
m,e,A/128,True,0,0.03215388400000001
m,e,A/128,True,0,0.03047780700000001
m,e,A/128,True,0,0.031729831999999986
m,e,A/128,True,0,0.030699852
m,e,A/128,True,0,0.031710346
m,e,A/128,True,0,0.031126716999999998
m,e,A/128,True,0,0.030478381
m,e,A/128,True,0,0.030202969000000024
m,e,A/128,True,0,0.030708921999999972
m,e,A/128,True,0,0.029649764999999995
m,e,A/128,True,0,0.031167371
m,e,A/128,True,0,0.03111265799999996
m,e,A/256,True,0.016942507,0.093963626
m,e,A/256,True,0,0.09364298500000001
m,e,A/256,True,0,0.09423033000000003
m,e,A/256,True,0,0.09211782600000001
m,e,A/256,True,0,0.09116057
m,e,A/256,True,0,0.09276018499999994
m,e,A/256,True,0,0.09144417699999996
m,e,A/256,True,0,0.09253834900000002
m,e,A/256,True,0,0.09193729299999998
m,e,A/256,True,0,0.09381087100000007
m,e,A/256,True,0,0.09500193299999993
m,e,A/256,True,0,0.08896028600000006
m,e,A/256,True,0,0.09129421000000004
m,e,A/512,True,0.033514634,0.22899338600000002
m,e,A/512,True,0,0.22963216999999997
m,e,A/512,True,0,0.2258318450000001
m,e,A/512,True,0,0.23168605200000003
m,e,A/512,True,0,0.22242078199999993
m,e,A/512,True,0,0.22770303399999992
m,e,A/512,True,0,0.23143807300000008
m,e,A/512,True,0,0.222445
m,e,A/512,True,0,0.2200458030000001
m,e,A/512,True,0,0.22385635699999984
m,e,A/512,True,0,0.22185911700000016
m,e,A/512,True,0,0.22127974399999983
m,e,A/512,True,0,0.222992965
m,e,A/1024,True,0.063839169,0.511884916
m,e,A/1024,True,0,0.5126353300000001
m,e,A/1024,True,0,0.510049513
m,e,A/1024,True,0,0.5381558279999998
m,e,A/1024,True,0,0.532650705
m,e,A/1024,True,0,0.5236019869999997
m,e,A/1024,True,0,0.5227475909999999
